timestamp,end_folder_Training_Size_dd_epochs,K_DL,Error_does_not_fit,Error_model_in_ram,input_features,num_layers,R,hidden_units_list,output_dim,patience,min_delta,max_epochs,initial_epoch,RAM_KB,Flash_MB,CLK_FREQ_MHZ,RAM_HW_KB,Flash_HW_MB,env_name,mean_norm,perc50_norm,perc95_norm,std_norm,mean_quant,perc50_quant,perc95_quant,std_quant,mean_normquant,perc50_normquant,perc95_normquant,std_normquant,mean_invoke,perc50_invoke,perc95_invoke,std_invoke,mean_dequant,perc50_dequant,perc95_dequant,std_dequant,mean_extract,perc50_extract,perc95_extract,std_extract,mean_extract_fast,perc50_extract_fast,perc95_extract_fast,std_extract_fast,mean_tot_latency,perc50_tot_latency,perc95_tot_latency,std_tot_latency,mean_tot_latency_fast,perc50_tot_latency_fast,perc95_tot_latency_fast,std_tot_latency_fast,Rate_OPT_py_load_val,Rate_DL_py_load_val,Rate_OPT_py_load_test,Rate_DL_py_load_test,Rate_DL_py_load_test_tflite,Rate_DL_py_load_test_tflite_mcu,Indmax_OPT_py_load_test[0:5],Indmax_DL_py_load_test[0:5],Indmax_DL_py_load_test_tflite[0:5],Indmax_DL_py_load_test_tflite_mcu[0:5]
23-10-25--22:13,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,0,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.802,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,131.437,131.000,136.000,2.214,304.088,303.000,307.000,1.870,422.896,423.000,427.000,2.578,56401.405,56401.000,56405.000,2.458,435.832,435.000,439.000,2.251,180.898,180.000,184.000,1.512,62.820,63.000,66.000,1.093,57453.780,57453.000,57461.000,3.751,56887.242,56887.000,56892.000,2.927,1.789,0.218,1.772796,0.203283,0.203827,0.204001,"[542, 542, 539, 543, 541]","[539, 539, 540, 540, 539]","([539, 540, 539, 540, 539],)","[539, 540, 539, 540, 539]"
23-10-25--22:17,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,1,512,0,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.802,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.789,0.218,1.772796,0.203283,0.203827,0.000000,"[542, 542, 539, 543, 541]","[539, 539, 540, 540, 539]","([539, 540, 539, 540, 539],)","[0, 0, 0, 0, 0]"
23-10-25--22:30,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,1,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.326,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,130.501,130.000,135.000,2.254,303.160,302.000,306.000,1.872,421.931,422.000,426.000,2.615,3532.327,3533.000,3535.000,1.921,425.237,429.000,441.000,13.379,181.042,180.000,185.000,1.875,61.914,62.000,65.000,1.064,4572.263,4575.000,4589.000,13.283,4016.168,4016.000,4020.000,2.405,1.789,1.366,1.772796,1.374491,1.368508,1.368710,"[542, 542, 539, 543, 541]","[542, 542, 539, 542, 541]","([542, 542, 539, 542, 541],)","[542, 542, 539, 542, 541]"
23-10-25--22:42,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,1,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.326,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,131.926,132.000,136.000,2.270,302.009,301.000,305.000,1.940,422.114,422.000,426.000,2.585,2744.627,2745.000,2747.000,1.950,421.585,425.000,437.000,13.320,181.282,181.000,185.000,1.834,63.293,63.000,67.000,0.967,3781.428,3785.000,3799.000,13.457,3230.034,3230.000,3235.000,2.976,1.789,1.366,1.772796,1.374491,1.368508,1.368710,"[542, 542, 539, 543, 541]","[542, 542, 539, 542, 541]","([542, 542, 539, 542, 541],)","[542, 542, 539, 542, 541]"
23-10-25--22:55,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,2,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.376,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,130.531,130.000,134.000,2.231,305.142,304.000,308.000,1.896,423.105,423.000,427.000,2.575,8873.538,8874.000,8876.000,1.773,415.712,414.000,435.000,8.990,181.643,181.000,186.000,1.954,61.910,62.000,65.000,1.059,9906.568,9906.000,9925.000,9.586,9358.554,9358.000,9365.000,3.421,1.789,1.674,1.772796,1.659277,1.649176,1.649426,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--23:08,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,2,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.376,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,131.904,132.000,136.000,2.251,300.308,299.000,303.000,1.878,422.118,422.000,426.000,2.603,6988.503,6989.000,6989.000,0.875,411.279,410.000,430.000,9.090,181.886,182.000,186.000,1.905,63.298,63.000,67.000,0.946,8013.873,8013.000,8032.000,9.513,7473.912,7474.000,7479.000,3.054,1.789,1.674,1.772796,1.659277,1.649176,1.649426,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--23:21,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,3,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.382,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,131.535,131.000,136.000,2.232,304.044,303.000,307.000,1.860,422.871,423.000,427.000,2.566,9457.280,9457.000,9460.000,2.061,415.659,415.000,429.000,6.954,183.558,183.000,188.000,1.944,62.888,63.000,66.000,1.016,10492.096,10492.000,10505.000,7.196,9943.058,9943.000,9947.000,2.653,1.789,1.765,1.772796,1.743768,1.744572,1.744411,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--23:33,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,3,32,16 64 64  ,1024,4,0.001,200,200,58.531,0.383,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,130.923,131.000,135.000,2.219,299.272,298.000,302.000,1.849,421.069,421.000,425.000,2.567,7365.058,7364.000,7368.000,1.991,409.234,408.000,423.000,6.980,181.782,181.500,186.000,1.940,62.348,62.000,66.000,1.035,8386.260,8386.000,8399.000,6.920,7848.465,7849.000,7853.000,2.743,1.789,1.765,1.772796,1.743768,1.744572,1.744411,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--23:46,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,1,8,64 256 256,1024,4,0.001,200,200,58.531,0.398,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,131.524,131.000,136.000,2.195,304.229,303.000,307.000,1.913,422.865,423.000,427.000,2.602,11345.342,11345.000,11349.000,1.931,422.739,421.000,443.000,10.469,182.685,182.000,187.000,1.909,62.901,63.000,66.000,1.052,12386.523,12385.000,12406.000,10.169,11831.113,11831.000,11836.000,2.770,1.789,1.722,1.772796,1.696753,1.698531,1.698531,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--23:59,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,1,8,64 256 256,1024,4,0.001,200,200,58.531,0.398,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,130.922,131.000,135.000,2.241,299.208,298.000,302.000,1.831,421.097,421.000,425.000,2.543,8942.932,8943.000,8944.000,1.161,416.401,415.000,437.000,10.430,180.970,181.000,185.000,1.871,62.975,63.000,66.000,1.013,9970.426,9970.000,9990.000,10.661,9426.997,9427.000,9433.000,3.229,1.789,1.722,1.772796,1.696753,1.698531,1.698531,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
