timestamp,end_folder_Training_Size_dd_epochs,K_DL,Error_does_not_fit,Error_model_in_ram,input_features,num_layers,R,hidden_units_list,output_dim,patience,min_delta,max_epochs,initial_epoch,RAM_KB,Flash_MB,CLK_FREQ_MHZ,RAM_HW_KB,Flash_HW_MB,env_name,mean_norm,perc50_norm,perc95_norm,std_norm,mean_quant,perc50_quant,perc95_quant,std_quant,mean_normquant,perc50_normquant,perc95_normquant,std_normquant,mean_invoke,perc50_invoke,perc95_invoke,std_invoke,mean_dequant,perc50_dequant,perc95_dequant,std_dequant,mean_extract,perc50_extract,perc95_extract,std_extract,mean_extract_fast,perc50_extract_fast,perc95_extract_fast,std_extract_fast,mean_tot_latency,perc50_tot_latency,perc95_tot_latency,std_tot_latency,mean_tot_latency_fast,perc50_tot_latency_fast,perc95_tot_latency_fast,std_tot_latency_fast,Rate_OPT_py_load_val,Rate_DL_py_load_val,Rate_OPT_py_load_test,Rate_DL_py_load_test,Rate_DL_py_load_test_tflite,Rate_DL_py_load_test_tflite_mcu,Indmax_OPT_py_load_test[0:5],Indmax_DL_py_load_test[0:5],Indmax_DL_py_load_test_tflite[0:5],Indmax_DL_py_load_test_tflite_mcu[0:5]
25-10-25--14:18,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,2,0,1024,0,32,32 128 128,4096,4,0.001,200,200,0.000,-258392.000,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.065,0.319,5.053626,0.318848,0.318690,0.000000,"[2171, 2108, 2102, 2110, 2170]","[2105, 2103, 2167, 2104, 2105]","([2102, 2103, 2098, 2105, 2105],)","[0, 0, 0, 0, 0]"
25-10-25--14:18,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,2,0,1024,0,32,32 128 128,4096,4,0.001,200,200,0.000,-258560.000,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.065,0.319,5.053626,0.318848,0.318690,0.000000,"[2171, 2108, 2102, 2110, 2170]","[2105, 2103, 2167, 2104, 2105]","([2102, 2103, 2098, 2105, 2105],)","[0, 0, 0, 0, 0]"
25-10-25--14:34,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,0,1024,1,32,32 128 128,4096,4,0.001,200,200,123.531,0.541,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,262.022,262.000,267.000,2.821,600.204,601.000,603.000,2.028,844.776,845.000,849.000,2.605,20343.001,20343.000,20348.000,2.833,1624.904,1625.000,1726.000,67.085,778.286,778.000,785.000,4.142,241.289,240.000,245.000,1.737,23608.425,23610.000,23706.000,65.776,21429.075,21429.000,21436.000,4.092,5.065,3.804,5.053626,3.857469,3.844170,3.844914,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2109, 2170]","([2171, 2108, 2102, 2109, 2170],)","[2171, 2108, 2102, 2109, 2170]"
25-10-25--14:34,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,1,1024,1,32,32 128 128,4096,4,0.001,200,200,123.531,0.542,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.065,3.804,5.053626,3.857469,3.844170,0.000000,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2109, 2170]","([2171, 2108, 2102, 2109, 2170],)","[0, 0, 0, 0, 0]"
25-10-25--14:50,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,0,1024,2,32,32 128 128,4096,4,0.001,200,200,123.531,0.924,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,261.999,262.000,267.000,2.774,600.232,601.000,603.000,2.034,844.826,845.000,849.000,2.560,62667.471,62658.000,62684.000,13.739,1602.771,1601.000,1706.050,50.451,781.192,781.000,789.000,4.892,241.300,241.000,244.000,1.729,65913.660,65913.000,66005.000,50.506,63753.592,63749.000,63773.000,14.162,5.065,4.164,5.053626,4.218914,4.219617,4.217418,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2110, 2170]","([2171, 2108, 2102, 2110, 2170],)","[2171, 2108, 2102, 2110, 2170]"
25-10-25--14:51,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,1,1024,2,32,32 128 128,4096,4,0.001,200,200,123.531,0.925,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.065,4.164,5.053626,4.218914,4.219617,0.000000,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2110, 2170]","([2171, 2108, 2102, 2110, 2170],)","[0, 0, 0, 0, 0]"
25-10-25--15:07,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,0,1024,3,32,32 128 128,4096,4,0.001,200,200,123.531,0.944,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,261.955,262.000,267.000,2.776,600.558,602.000,603.000,1.995,844.789,845.000,849.000,2.619,64793.078,64793.000,64798.000,3.160,1600.880,1600.000,1692.000,43.372,780.547,781.000,787.000,4.433,241.289,241.000,245.000,1.707,68036.957,68037.000,68118.000,40.716,65879.095,65879.000,65887.000,4.708,5.065,4.553,5.053626,4.569318,4.553506,4.554407,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2110, 2169]","([2171, 2108, 2102, 2110, 2169],)","[2171, 2108, 2102, 2110, 2169]"
25-10-25--15:07,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,1,1024,3,32,32 128 128,4096,4,0.001,200,200,123.531,0.944,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.065,4.553,5.053626,4.569318,4.553506,0.000000,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2110, 2169]","([2171, 2108, 2102, 2110, 2169],)","[0, 0, 0, 0, 0]"
25-10-25--15:23,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,0,1024,1,8,128 512 512,4096,4,0.001,200,200,123.531,1.013,240.000,320.000,4.000,esp32-s2-saola-tflm-o3                  ,262.966,263.000,268.000,2.794,601.530,603.000,604.000,1.987,845.776,846.000,850.000,2.574,72594.730,72595.000,72601.000,4.193,1588.530,1578.000,1704.000,55.743,780.727,781.000,788.000,4.157,242.294,242.000,246.000,1.714,75828.474,75818.000,75940.000,54.313,73682.791,73683.000,73692.000,5.568,5.065,4.326,5.053626,4.320999,4.307236,4.305667,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2110, 2169]","([2171, 2108, 2102, 2110, 2169],)","[2171, 2108, 2102, 2110, 2169]"
25-10-25--15:24,_seed0_grid1200_M6464_Mbar8_30000_ep200,64,0,1,1024,1,8,128 512 512,4096,4,0.001,200,200,123.531,1.013,240.000,320.000,4.000,esp32-s2-saola-tflm-o3-modelinram       ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.065,4.326,5.053626,4.320999,4.307236,0.000000,"[2171, 2108, 2102, 2110, 2170]","[2171, 2108, 2102, 2110, 2169]","([2171, 2108, 2102, 2110, 2169],)","[0, 0, 0, 0, 0]"
