timestamp,end_folder_Training_Size_dd_epochs,K_DL,Error_does_not_fit,Error_model_in_ram,input_features,num_layers,R,hidden_units_list,output_dim,patience,min_delta,max_epochs,initial_epoch,RAM_KB,Flash_MB,CLK_FREQ_MHZ,RAM_HW_KB,Flash_HW_MB,env_name,mean_norm,perc50_norm,perc95_norm,std_norm,mean_quant,perc50_quant,perc95_quant,std_quant,mean_normquant,perc50_normquant,perc95_normquant,std_normquant,mean_invoke,perc50_invoke,perc95_invoke,std_invoke,mean_dequant,perc50_dequant,perc95_dequant,std_dequant,mean_extract,perc50_extract,perc95_extract,std_extract,mean_extract_fast,perc50_extract_fast,perc95_extract_fast,std_extract_fast,mean_tot_latency,perc50_tot_latency,perc95_tot_latency,std_tot_latency,mean_tot_latency_fast,perc50_tot_latency_fast,perc95_tot_latency_fast,std_tot_latency_fast,Rate_OPT_py_load_val,Rate_DL_py_load_val,Rate_OPT_py_load_test,Rate_DL_py_load_test,Rate_DL_py_load_test_tflite,Rate_DL_py_load_test_tflite_mcu,Indmax_OPT_py_load_test[0:5],Indmax_DL_py_load_test[0:5],Indmax_DL_py_load_test_tflite[0:5],Indmax_DL_py_load_test_tflite_mcu[0:5]
23-10-25--18:26,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,2,0,512,0,32,16 64 64  ,1024,4,0.001,200,200,0.000,-76544.000,180.000,128.000,0.500,nucleo-f446ze-o3                        ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.789,0.218,1.772796,0.203283,0.203827,0.000000,"[542, 542, 539, 543, 541]","[539, 539, 540, 540, 539]","([539, 540, 539, 540, 539],)","[0, 0, 0, 0, 0]"
23-10-25--18:38,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,2,0,512,0,32,16 64 64  ,1024,4,0.001,200,200,0.000,-76544.000,180.000,128.000,0.500,nucleo-f446ze-o3                        ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.789,0.218,1.772796,0.203283,0.203827,0.000000,"[542, 542, 539, 543, 541]","[539, 539, 540, 540, 539]","([539, 540, 539, 540, 539],)","[0, 0, 0, 0, 0]"
23-10-25--18:59,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,1,32,16 64 64  ,1024,4,0.001,200,200,45.703,0.097,180.000,128.000,0.500,nucleo-f446ze-o3                        ,22.442,22.000,23.000,0.497,111.444,111.000,113.000,0.921,123.513,124.000,124.000,0.768,3059.370,3059.000,3068.000,4.212,62.962,63.000,64.000,0.796,74.393,75.000,75.000,0.760,56.605,57.000,57.000,0.528,3330.606,3330.000,3339.000,4.368,3239.483,3239.000,3248.000,4.322,1.789,1.366,1.772796,1.374491,1.368508,1.368710,"[542, 542, 539, 543, 541]","[542, 542, 539, 542, 541]","([542, 542, 539, 542, 541],)","[542, 542, 539, 542, 541]"
23-10-25--19:21,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,2,32,16 64 64  ,1024,4,0.001,200,200,45.703,0.147,180.000,128.000,0.500,nucleo-f446ze-o3                        ,23.422,23.000,24.000,0.494,112.515,112.000,114.000,1.036,124.507,125.000,125.000,0.768,8253.864,8252.000,8273.000,9.879,63.437,63.000,64.000,0.496,75.986,76.000,77.000,0.663,57.585,58.000,58.000,0.528,8529.243,8527.000,8549.000,10.145,8435.975,8434.000,8455.000,9.964,1.789,1.674,1.772796,1.659277,1.649176,1.649426,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--19:42,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,3,32,16 64 64  ,1024,4,0.001,200,200,45.703,0.153,180.000,128.000,0.500,nucleo-f446ze-o3                        ,22.423,22.000,23.000,0.494,111.509,111.000,113.000,1.043,123.493,124.000,124.000,0.761,8717.187,8715.000,8736.000,9.771,62.427,62.000,63.000,0.495,74.986,75.000,76.000,0.653,56.586,57.000,57.000,0.526,8988.524,8986.000,9008.000,10.049,8897.259,8895.000,8916.000,9.874,1.789,1.765,1.772796,1.743768,1.744572,1.744411,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--20:03,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,1,8,64 256 256,1024,4,0.001,200,200,45.703,0.168,180.000,128.000,0.500,nucleo-f446ze-o3                        ,23.401,23.000,24.000,0.490,112.433,112.000,114.000,0.962,124.504,125.000,125.000,0.762,10653.149,10651.000,10672.000,9.872,63.431,63.000,64.000,0.495,75.938,76.000,76.000,0.561,57.596,58.000,58.000,0.543,10928.358,10926.000,10947.000,9.934,10835.255,10833.000,10854.000,9.932,1.789,1.722,1.772796,1.696753,1.698531,1.698531,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--20:25,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,2,8,64 256 256,1024,4,0.001,200,200,45.703,0.379,180.000,128.000,0.500,nucleo-f446ze-o3                        ,23.420,23.000,24.000,0.494,112.433,112.000,114.000,0.977,124.514,125.000,125.000,0.757,32657.266,32656.000,32676.000,10.567,63.432,63.000,64.000,0.495,75.924,76.000,76.000,0.568,57.617,58.000,58.000,0.538,32932.489,32931.000,32952.000,10.699,32839.411,32838.000,32859.000,10.656,1.789,1.761,1.772796,1.744694,1.746300,1.746269,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--20:46,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,0,0,512,3,8,64 256 256,1024,4,0.001,200,200,45.703,0.449,180.000,128.000,0.500,nucleo-f446ze-o3                        ,23.406,23.000,24.000,0.491,112.476,112.000,114.000,0.978,124.504,125.000,125.000,0.758,39530.599,39529.000,39551.000,10.514,63.423,63.000,64.000,0.494,75.919,76.000,76.000,0.579,57.620,58.000,58.000,0.539,39805.819,39804.000,39826.000,10.636,39712.719,39711.000,39733.000,10.640,1.789,1.780,1.772796,1.766127,1.766371,1.766160,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[542, 542, 539, 543, 541]"
23-10-25--20:48,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,2,0,512,1,1,512 2048 2048,1024,4,0.001,200,200,0.000,-353496.000,180.000,128.000,0.500,nucleo-f446ze-o3                        ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.789,1.771,1.772796,1.757802,1.756151,0.000000,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[0, 0, 0, 0, 0]"
23-10-25--20:49,_seed0_grid1200_M3232_Mbar4_30000_ep200,64,2,0,512,2,1,512 2048 2048,1024,4,0.001,200,200,0.000,-3032736.000,180.000,128.000,0.500,nucleo-f446ze-o3                        ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.789,1.782,1.772796,1.768201,1.767323,0.000000,"[542, 542, 539, 543, 541]","[542, 542, 539, 543, 541]","([542, 542, 539, 543, 541],)","[0, 0, 0, 0, 0]"
